anio,provincia,nacimientos_cantidad,poblacion,tgf,defunciones,tbn,tbm,crecimiento_vegetativo,tasa_crecimiento
2019,san_luis,6532,502000,1.8588503130335798,3383,13.011952191235059,6.739043824701196,3149,6.272908366533863
2019,santa_cruz,4667,356647,1.8693954686686998,1603,13.085768280680899,4.494640358673983,3064,8.591127922006915
2019,santa_fe,45947,3509113,1.8705174620643856,29773,13.093622234450699,8.484480266095735,16174,4.6091419683549635
2019,santiago_del_estero,17559,968309,2.5905248959046867,6351,18.133674271332808,6.5588567285856065,11208,11.574817542747201
2019,tierra_del_fuego,2349,171941,1.9516661446160517,581,13.661663012312362,3.37906607499084,1768,10.282596937321522
2019,tucuman,24343,1674622,2.076630683564069,11436,14.536414784948484,6.829003799066297,12907,7.707410985882187
2020,buenos_aires,201232,17542343,1.6387450964462713,150105,11.471215675123899,8.556724720295344,51127,2.9144909548285547
2020,capital_federal,28043,3075646,1.3025370465726085,35569,9.11775932600826,11.564724939085966,-7526,-2.4469656130777064
2020,catamarca,5034,415438,1.7310473696264115,2466,12.11733158738488,5.935903793105108,2568,6.181427794279772
2020,chaco,18288,1204541,2.1689352446877512,8740,15.18254671281426,7.2558758896542335,9548,7.926670823160026
2020,chubut,6837,618994,1.577905901695793,3873,11.045341311870551,6.2569265614852485,2964,4.788414750385303
2020,cordoba,45205,3760450,1.7173096684857245,33082,12.021167679400072,8.797351380818785,12123,3.223816298581287
2020,corrientes,16675,1120801,2.1253932296124445,7324,14.87775260728711,6.53461229959645,9351,8.34314030769066
2020,entre_rios,16900,1385961,1.741957900897438,10842,12.193705306282066,7.822730942645572,6058,4.370974363636494
2020,formosa,8900,605193,2.100864635626274,3690,14.706052449383916,6.097228487441196,5210,8.60882396194272
2020,jujuy,8918,770881,1.652654560172063,6522,11.56858192120444,8.460449797050387,2396,3.1081321241540536
2020,la_pampa,3977,358428,1.5850961898703706,2423,11.095673329092595,6.7600745477473865,1554,4.335598781345208
2020,la_rioja,4622,383678,1.720937125104161,2839,12.046559875729127,7.3994339003018155,1783,4.647125975427311
2020,mendoza,23538,1990338,1.689447434843443,16514,11.826132043904101,8.297083208982595,7024,3.5290488349215057
2020,misiones,21151,1261294,2.395612306545047,7072,16.76928614581533,5.6069401741386224,14079,11.162345971676707
2020,neuquen,8227,664057,1.7698566753843636,4353,12.388996727690545,6.555160174503093,3874,5.833836553187452
2020,rio_negro,8677,747610,1.658045543226319,5791,11.606318802584234,7.746017308489721,2886,3.8603014940945126
2020,salta,19830,1424397,1.9888115061019804,9736,13.921680542713863,6.835173059196277,10094,7.086507483517586
2020,san_juan,11159,781217,2.040589051624398,5598,14.284123361370785,7.165742680970844,5561,7.118380680399941
2020,san_luis,6130,508328,1.7227347022282575,3564,12.059142915597803,7.011221101336145,2566,5.047921814261659
2020,santa_cruz,4201,365698,1.6410887047313825,1940,11.487620933119677,5.304923734885069,2261,6.182697198234608
2020,santa_fe,41023,3536418,1.6571651234182645,32730,11.600155863927851,9.255127646109708,8293,2.345028217818143
2020,santiago_del_estero,15195,978313,2.2188341417463384,6240,15.531838992224369,6.378326772719978,8955,9.15351221950439
2020,tierra_del_fuego,1897,177578,1.5260899435740913,850,10.68262960501864,4.78662897430988,1047,5.89600063070876
2020,tucuman,21205,1694656,1.7875519953817849,12967,12.512863967672494,7.651700404093811,8238,4.861163563578684
2021,buenos_aires,179490,17711043,1.44776502272783,177133,10.13435515909481,10.001274346180516,2357,0.13308081291429374
2021,capital_federal,24724,3078836,1.1471867939701887,36201,8.030307557791321,11.758015042048358,-11477,-3.727707484257037
2021,catamarca,4644,418991,1.5833957565402872,3572,11.08377029578201,8.52524278564456,1072,2.5585275101374503
2021,chaco,16719,1216247,1.9637693424350247,11231,13.746385397045172,9.234144051331679,5488,4.512241345713493
2021,chubut,6090,629181,1.3827499558950447,4484,9.679249691265312,7.126725060038367,1606,2.5525246312269454
2021,cordoba,42752,3798261,1.6079538955928967,37491,11.255677269150278,9.870569715983184,5261,1.385107553167094
2021,corrientes,15440,1130320,1.951406934066712,9324,13.659848538466983,8.248991436053506,6116,5.410857102413477
2021,entre_rios,15990,1398510,1.6333710265108683,13097,11.433597185576078,9.36496700059349,2893,2.068630184982588
2021,formosa,8258,610019,1.933897609278212,5134,13.537283264947485,8.416131300828335,3124,5.12115196411915
2021,jujuy,7996,779212,1.46594984970164,5786,10.26164894791148,7.425450326740347,2210,2.8361986211711327
2021,la_pampa,3645,361394,1.4408492828167756,3445,10.085944979717429,9.532532360802891,200,0.5534126189145372
2021,la_rioja,4225,388804,1.5523796786335236,3176,10.866657750434666,8.168640240326745,1049,2.6980175101079205
2021,mendoza,21887,2010363,1.555298364382097,18086,10.88708855067468,8.99638522993111,3801,1.8907033207435688
2021,misiones,20301,1274992,2.2746361209661368,9643,15.922452846762958,7.563184710178573,10658,8.359268136584385
2021,neuquen,7420,672461,1.5762995920953036,5202,11.034097144667125,7.735764601962047,2218,3.2983325427050785
2021,rio_negro,8005,757052,1.5105586255256291,6686,10.573910378679404,8.831625832835789,1319,1.7422845458436154
2021,salta,18699,1441988,1.8525020418240057,10092,12.96751429276804,6.998671278817854,8607,5.9688430139501865
2021,san_juan,10615,789489,1.9207722608276636,6891,13.445405825793646,8.728430668445032,3724,4.716975157348614
2021,san_luis,5692,514610,1.5801147609701662,4673,11.060803326791163,9.080663026369484,1019,1.980140300421679
2021,santa_cruz,3384,374756,1.2899822055646113,2298,9.02987543895228,6.131989881416175,1086,2.897885557536105
2021,santa_fe,41226,3563390,1.6527600322806573,37931,11.569320225964601,10.644638953356214,3295,0.9246812726083871
2021,santiago_del_estero,14469,988245,2.0915866004887453,8229,14.641106203421216,8.32688250383255,6240,6.314223699588666
2021,tierra_del_fuego,1655,183395,1.2891767574283455,849,9.024237301998419,4.629351945254777,806,4.394885356743641
2021,tucuman,20629,1714487,1.7188815079962694,14906,12.032170555973886,8.694145829043906,5723,3.33802472692998
2022,buenos_aires,164081,17877442,1.3111575390451755,158015,9.178102773316228,8.838792484965131,6066,0.339310288351097
2022,capital_federal,23397,3081550,1.0846582308995705,33331,7.592607616296994,10.816309973876782,-9934,-3.2237023575797883
2022,catamarca,4549,422476,1.5382107927009887,3182,10.767475548906921,7.531788788002158,1367,3.2356867609047626
2022,chaco,13783,1227736,1.6037649787902286,9895,11.2263548515316,8.059550261619762,3888,3.1668045899118376
2022,chubut,5683,639294,1.2699276746804176,4125,8.889493722762923,6.452430337215741,1558,2.437063385547182
2022,cordoba,39133,3835738,1.457458400815846,35811,10.202208805710923,9.33614339665535,3322,0.8660654090555724
2022,corrientes,14088,1139604,1.7660269958436692,8984,12.362188970905684,7.883440212565066,5104,4.478748758340618
2022,entre_rios,14315,1410908,1.4494212237792967,12806,10.145948566455077,9.076424543627224,1509,1.0695240228278529
2022,formosa,7814,614706,1.8159668431505698,4702,12.711767902053989,7.649185138911935,3112,5.0625827631420535
2022,jujuy,6751,787436,1.224770738737588,5452,8.573395171163115,6.923737294205497,1299,1.649657876957618
2022,la_pampa,3354,364322,1.3151631170855924,2935,9.206141819599146,8.056060298307541,419,1.1500815212916056
2022,la_rioja,4136,393892,1.5000485992534573,2771,10.500340194774202,7.0349232784621165,1365,3.465416916312085
2022,mendoza,20683,2030061,1.4554805425621622,16466,10.188363797935136,8.111086317110667,4217,2.0772774808244687
2022,misiones,18918,1288476,2.09749458163864,9457,14.68246207147048,7.339678814351218,9461,7.342783257119263
