anio,provincia,nacimientos_cantidad,poblacion,tgf,defunciones,tbn,tbm,crecimiento_vegetativo,tasa_crecimiento
2022,neuquen,7224,680726,1.51602847548059,4185,10.61219932836413,6.147848032835531,3039,4.464351295528598
2022,rio_negro,7359,766387,1.3717426238776418,5457,9.602198367143492,7.12042349361354,1902,2.481774873529952
2022,salta,17636,1459378,1.7263714893801136,9534,12.084600425660796,6.532920189286121,8102,5.551680236374675
2022,san_juan,9948,797697,1.7815572293024258,6190,12.47090060511698,7.759838635471865,3758,4.711061969645116
2022,san_luis,5289,520845,1.4506646479690286,3982,10.1546525357832,7.645268745980091,1307,2.509383789803109
2022,santa_cruz,3514,383827,1.307880894257048,1962,9.155166259799335,5.111677917395077,1552,4.043488342404259
2022,santa_fe,38242,3589999,1.521767236465207,34846,10.65237065525645,9.706409388971975,3396,0.9459612662844741
2022,santiago_del_estero,13992,998093,2.0026762464591403,7163,14.018733725213982,7.176685940087747,6829,6.842047785126235
2022,tierra_del_fuego,1510,189413,1.1388568140216653,758,7.971997698151657,4.001837255098646,752,3.970160443053011
2022,tucuman,18658,1734118,1.537051441383211,13646,10.759360089682477,7.869130013067162,5012,2.8902300766153157
